opaque_id_sha256,row_count,key_root_sha256,type_root_sha256,key_value_root_sha256
78027ac2f5d3d729eb48a3914aa9d129827b9c9ca2cc4c2b31ac2311cf1dc345,1,493958bc1cba2c05e7ee205f682ddbcb6e7160228d09f550956765737f38e90e,7d050467ef970a327bc75c205f399d187c0aef977ef3f13ff54e7e2d63946ccd,ce7d82c68c9322743335330f08113ef2780a16140256a50072d07cdbde9ac593
7c4128fe9d2d9b20f6a4954808cee55531ef0baca9f1b78f55783ba91161726b,1,aa0d1e3f9d774b6668388fb83f8094496f373b97c5c65013bc3a316fc733429a,117b8adf617bb06f6b7fcc8ea5e5cc3d1a50cccea8d8e580c3e0c863f530921e,85be0efcc2f113959661d25db205e2a3f8e24da8ede3b51591bff81278291b95
7c79d72cf58a0cf4746978a79de4e0581a1cc072234588ee5668cc51a0c7e294,1,87f371bd3e6de8d62b7f0db4a773df09cc477db757a72d360ee41e598e65ddff,4b8712077d0f9e6d5199450e9edbdca31e59c6da1400dfaaab9d514d4586d31f,d6f97a40b0e41e655c97e9d8637866c5854b0389c1576a494587e4eb584ea0bb
94647cf3ec4c0c4925b2a1b28ac4593f4bd86ed08c5af12706865f19094ddfb3,45,29fefe5bcb3a74de9555f1f2c5bebe5d2fb65794de1527e9638b37bc747d2291,e267c8fc4d3dd1cce906c7c5c6707885f9a9508dc3e92ecab134f6c2773adfdb,f145bf3c934d0478061d604d4999ba75a8051c1e2803bafee10c57447fd2328e
9a7a8717685c4cc9dd15299acea51f258b47a7024d281206b8ed2cd64695fc2d,7,5dbc4bb8fffccc19033894bc054486bf293c1001b5b3bdd27d5dc702d3cc7364,de20abd2c2ad73590049d3df33d4e4199aba6a335fbaf6737b66c2f5bd6edab5,d4f47eadfa17562280caa64985224d1ecfb433d2185e4cbaf1cf8809f5928fce
a441c2503c2120bff0ecad0328899fc04777f95a34031c5ddbf1d9509471da03,1,c4bb50dd8fd20ad39245b3b5a0173d96cade1e97d2358d1277ed81349db6d383,a9dcdcc980248dc4d8fb6c92ae4b8b8cfa18b35525f1dfbca347e694e362a5e8,be875867f17d7fb31b80a17e4907683da4cc120c0c94545293dcd45989c1cb7c
b35fd10f39b92d060f7361f7aae7c1f04977d78c03b18f010842c3519021ba4d,1,c778329769ef45860e1d3c29a7dd2b5c078968099786bdf46ccff19fa8e4dfaa,02c43fb7287c39f4e40bf3858b96f3a62c0d13d62edd57b3caf0524c2f6bcccb,70fe7803057ecea5ed83c3b89d88bcc325a859acf31f9569935f6ecfd8ce3c39
b5cc60384ebfe346df2492a8cceca99b36c99d7ee7c599bfe23b8c61f70b05c9,7,a538c1c6c7535b3b940cdc7c0a17f57ea0a4d87bc14bef7e80ce7d86170ca019,e42fbdc227399170f9e90984e916c48915e28a6f9221531c712d6419a95cf7d2,052909ef0e82383d7fad5c59179d5bf8c2f07900f61a447d96d43c9ed6ea1e0d
b6687d58ec2c7f9e2fbefe4513c6817ac20ce3183c8f0d0c38e322e827bf6294,1,ebcfe87f0b8175cf4cc1e393bfc009dc8d894996f0dceed489d55490365334c1,a3b10e25d94989426189e784a94f46ef926dc9fcf9b229aad3d3b023324a5f44,fd417fe2e368c6aaa13a2bc1e5e49ea254dd6f211d6e20857c5d74880023bc65
b97c39820396ae928d8edc1f1c2f140d06ffb775a512526cf30b6177297823b1,1,cd70906dc68e96e6427880ad60a468f35f8d2d8818485a5e7cb19e39940be880,d3b55b3368efd5a6f8dc4f938d2ca4c0a490c859e70ef523dcfba3c87f6f8060,58e7ce74eba974e99b42f2c38dc9302a9b852a190066ade393542b8fd3d45ed6
