"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"GET","_debugbar/open","debugbar.openhandler","Barryvdh\Debugbar\Controllers\OpenHandlerController@handle","Barryvdh\Debugbar\Controllers\OpenHandlerController@handle","Barryvdh\Debugbar\Middleware\DebugbarEnabled","","yes","vendor/barryvdh/laravel-debugbar/src/Controllers/OpenHandlerController.php","13"
"GET","_debugbar/clockwork/{id}","debugbar.clockwork","Barryvdh\Debugbar\Controllers\OpenHandlerController@clockwork","Barryvdh\Debugbar\Controllers\OpenHandlerController@clockwork","Barryvdh\Debugbar\Middleware\DebugbarEnabled","","yes","vendor/barryvdh/laravel-debugbar/src/Controllers/OpenHandlerController.php","34"
"GET","_debugbar/assets/stylesheets","debugbar.assets.css","Barryvdh\Debugbar\Controllers\AssetController@css","Barryvdh\Debugbar\Controllers\AssetController@css","Barryvdh\Debugbar\Middleware\DebugbarEnabled","","yes","vendor/barryvdh/laravel-debugbar/src/Controllers/AssetController.php","36"
"GET","_debugbar/assets/javascript","debugbar.assets.js","Barryvdh\Debugbar\Controllers\AssetController@js","Barryvdh\Debugbar\Controllers\AssetController@js","Barryvdh\Debugbar\Middleware\DebugbarEnabled","","yes","vendor/barryvdh/laravel-debugbar/src/Controllers/AssetController.php","14"
"DELETE","_debugbar/cache/{key}/{tags?}","debugbar.cache.delete","Barryvdh\Debugbar\Controllers\CacheController@delete","Barryvdh\Debugbar\Controllers\CacheController@delete","Barryvdh\Debugbar\Middleware\DebugbarEnabled","","yes","vendor/barryvdh/laravel-debugbar/src/Controllers/CacheController.php","13"
"GET","arrilot/load-widget","","Arrilot\Widgets\Controllers\WidgetController@showWidget","Arrilot\Widgets\Controllers\WidgetController@showWidget","web","","yes","vendor/arrilot/laravel-widgets/src/Controllers/WidgetController.php","19"
"GET","admin/translations/view/{groupKey?}","","Barryvdh\TranslationManager\Controller@getView","Barryvdh\TranslationManager\Controller@getView","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","54"
"GET","admin/translations/{groupKey?}","","Barryvdh\TranslationManager\Controller@getIndex","Barryvdh\TranslationManager\Controller@getIndex","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","19"
"POST","admin/translations/add/{groupKey}","","Barryvdh\TranslationManager\Controller@postAdd","Barryvdh\TranslationManager\Controller@postAdd","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","74"
"POST","admin/translations/edit/{groupKey}","","Barryvdh\TranslationManager\Controller@postEdit","Barryvdh\TranslationManager\Controller@postEdit","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","87"
"POST","admin/translations/groups/add","","Barryvdh\TranslationManager\Controller@postAddGroup","Barryvdh\TranslationManager\Controller@postAddGroup","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","142"
"POST","admin/translations/delete/{groupKey}/{translationKey}","","Barryvdh\TranslationManager\Controller@postDelete","Barryvdh\TranslationManager\Controller@postDelete","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","106"
"POST","admin/translations/import","","Barryvdh\TranslationManager\Controller@postImport","Barryvdh\TranslationManager\Controller@postImport","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","114"
"POST","admin/translations/find","","Barryvdh\TranslationManager\Controller@postFind","Barryvdh\TranslationManager\Controller@postFind","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","122"
"POST","admin/translations/locales/add","","Barryvdh\TranslationManager\Controller@postAddLocale","Barryvdh\TranslationManager\Controller@postAddLocale","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","155"
"POST","admin/translations/locales/remove","","Barryvdh\TranslationManager\Controller@postRemoveLocale","Barryvdh\TranslationManager\Controller@postRemoveLocale","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","166"
"POST","admin/translations/publish/{groupKey}","","Barryvdh\TranslationManager\Controller@postPublish","Barryvdh\TranslationManager\Controller@postPublish","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","129"
"POST","admin/translations/translate-missing","","Barryvdh\TranslationManager\Controller@postTranslateMissing","Barryvdh\TranslationManager\Controller@postTranslateMissing","web|auth","","yes","vendor/barryvdh/laravel-translation-manager/src/Controller.php","174"
"GET","admin/voyager-extension-translations","voyager.voyager_extension_translations","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_translations","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_translations","","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","22"
"GET","admin/voyager-extension-assets","voyager.voyager_extension_assets","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@assets","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@assets","","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","262"
"GET","admin/voyager-extension/{alias}","voyager.voyager_extension_assets_regular","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@assets_regular","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@assets_regular","","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","279"
"GET","api/google-rating","","App\Http\Controllers\Api\GoogleRatingController@__invoke","App\Http\Controllers\Api\GoogleRatingController","api","","yes","app/Http/Controllers/Api/GoogleRatingController.php","13"
"GET","api/google-reviews","","App\Http\Controllers\Api\GoogleReviewsController@__invoke","App\Http\Controllers\Api\GoogleReviewsController","api","","yes","app/Http/Controllers/Api/GoogleReviewsController.php","38"
"POST","api/test/synvolve/order-capture","","App\Http\Controllers\Api\SynvolveTestWebhookController@captureOrder","App\Http\Controllers\Api\SynvolveTestWebhookController@captureOrder","api","","yes","app/Http/Controllers/Api/SynvolveTestWebhookController.php","12"
"POST","api/test/synvolve/message-capture","","App\Http\Controllers\Api\SynvolveTestWebhookController@captureManagerMessage","App\Http\Controllers\Api\SynvolveTestWebhookController@captureManagerMessage","api","","yes","app/Http/Controllers/Api/SynvolveTestWebhookController.php","19"
"GET","api/test/synvolve/latest/{type?}","","App\Http\Controllers\Api\SynvolveTestWebhookController@latest","App\Http\Controllers\Api\SynvolveTestWebhookController@latest","api","","yes","app/Http/Controllers/Api/SynvolveTestWebhookController.php","26"
"GET","api/blog/categories","","App\Http\Controllers\Api\BlogIntegrationController@categories","App\Http\Controllers\Api\BlogIntegrationController@categories","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","20"
"GET","api/blog/authors","","App\Http\Controllers\Api\BlogIntegrationController@authors","App\Http\Controllers\Api\BlogIntegrationController@authors","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","63"
"POST","api/blog/authors","","App\Http\Controllers\Api\BlogIntegrationController@storeAuthor","App\Http\Controllers\Api\BlogIntegrationController@storeAuthor","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","110"
"GET","api/blog/posts","","App\Http\Controllers\Api\BlogIntegrationController@posts","App\Http\Controllers\Api\BlogIntegrationController@posts","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","174"
"POST","api/blog/media","","App\Http\Controllers\Api\BlogIntegrationController@storeMedia","App\Http\Controllers\Api\BlogIntegrationController@storeMedia","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","614"
"POST","api/blog/posts","","App\Http\Controllers\Api\BlogIntegrationController@storePost","App\Http\Controllers\Api\BlogIntegrationController@storePost","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","283"
"PATCH","api/blog/posts/{post_id}","","App\Http\Controllers\Api\BlogIntegrationController@updatePost","App\Http\Controllers\Api\BlogIntegrationController@updatePost","api|integration.api_key","","yes","app/Http/Controllers/Api/BlogIntegrationController.php","430"
"POST","api/sa/webhooks/messages","","App\Http\Controllers\Api\SaIntegrationController@messagesWebhook","App\Http\Controllers\Api\SaIntegrationController@messagesWebhook","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","36"
"POST","api/crm/webhooks/send-message","","App\Http\Controllers\Api\SaIntegrationController@sendMessageWebhook","App\Http\Controllers\Api\SaIntegrationController@sendMessageWebhook","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","115"
"GET","api/sa/services-catalog","","App\Http\Controllers\Api\SaIntegrationController@servicesCatalog","App\Http\Controllers\Api\SaIntegrationController@servicesCatalog","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","187"
"GET","api/sa/catalog-full","","App\Http\Controllers\Api\SaIntegrationController@catalogFull","App\Http\Controllers\Api\SaIntegrationController@catalogFull","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","262"
"GET","api/sa/services/{service_id}/sizes","","App\Http\Controllers\Api\SaIntegrationController@serviceSizes","App\Http\Controllers\Api\SaIntegrationController@serviceSizes","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","344"
"GET","api/sa/services/{service_id}/price-by-size","","App\Http\Controllers\Api\SaIntegrationController@servicePriceBySize","App\Http\Controllers\Api\SaIntegrationController@servicePriceBySize","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","440"
"GET","api/sa/orders/lookup","","App\Http\Controllers\Api\SaIntegrationController@lookupOrders","App\Http\Controllers\Api\SaIntegrationController@lookupOrders","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","1062"
"POST","api/crm/webhooks/pipeline-changed","","App\Http\Controllers\Api\SaIntegrationController@pipelineChangedWebhook","App\Http\Controllers\Api\SaIntegrationController@pipelineChangedWebhook","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","991"
"POST","api/sa/leads","","App\Http\Controllers\Api\SaIntegrationController@createLead","App\Http\Controllers\Api\SaIntegrationController@createLead","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","1170"
"PATCH","api/sa/leads/{lead_id}","","App\Http\Controllers\Api\SaIntegrationController@updateLead","App\Http\Controllers\Api\SaIntegrationController@updateLead","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","1384"
"POST","api/sa/escalations","","App\Http\Controllers\Api\SaIntegrationController@createEscalation","App\Http\Controllers\Api\SaIntegrationController@createEscalation","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","1485"
"POST","api/crm/webhooks/bot-control","","App\Http\Controllers\Api\SaIntegrationController@botControlWebhook","App\Http\Controllers\Api\SaIntegrationController@botControlWebhook","api|integration.api_key","","yes","app/Http/Controllers/Api/SaIntegrationController.php","1549"
"GET","login","login","App\Http\Controllers\Auth\LoginController@showLoginForm","App\Http\Controllers\Auth\LoginController@showLoginForm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","18"
"POST","login","","App\Http\Controllers\Auth\LoginController@login","App\Http\Controllers\Auth\LoginController@login","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","31"
"POST","logout","logout","App\Http\Controllers\Auth\LoginController@logout","App\Http\Controllers\Auth\LoginController@logout","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","156"
"GET","register","register","App\Http\Controllers\Auth\RegisterController@showRegistrationForm","App\Http\Controllers\Auth\RegisterController@showRegistrationForm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/RegistersUsers.php","18"
"POST","register","","App\Http\Controllers\Auth\RegisterController@register","App\Http\Controllers\Auth\RegisterController@register","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/RegistersUsers.php","29"
"GET","password/reset","password.request","App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm","App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/SendsPasswordResetEmails.php","15"
"POST","password/email","password.email","App\Http\Controllers\Auth\ForgotPasswordController@sendResetLinkEmail","App\Http\Controllers\Auth\ForgotPasswordController@sendResetLinkEmail","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/SendsPasswordResetEmails.php","26"
"GET","password/reset/{token}","password.reset","App\Http\Controllers\Auth\ResetPasswordController@showResetForm","App\Http\Controllers\Auth\ResetPasswordController@showResetForm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/ResetsPasswords.php","25"
"POST","password/reset","password.update","App\Http\Controllers\Auth\ResetPasswordController@reset","App\Http\Controllers\Auth\ResetPasswordController@reset","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/ResetsPasswords.php","38"
"GET","password/confirm","password.confirm","App\Http\Controllers\Auth\ConfirmPasswordController@showConfirmForm","App\Http\Controllers\Auth\ConfirmPasswordController@showConfirmForm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/ConfirmsPasswords.php","16"
"POST","password/confirm","","App\Http\Controllers\Auth\ConfirmPasswordController@confirm","App\Http\Controllers\Auth\ConfirmPasswordController@confirm","web","","yes","vendor/laravel/framework/src/Illuminate/Foundation/Auth/ConfirmsPasswords.php","27"
"GET","admin/user_images/{path}","","Closure","","web","","yes","routes/admin.php","10"
"GET","admin/gallery-items/{path}","","Closure","","web","","yes","routes/admin.php","34"
"POST","admin/seo-meta/generate","voyager.seo-meta.generate","\App\Http\Controllers\Voyager\SeoMetaGenerationController@generate","\App\Http\Controllers\Voyager\SeoMetaGenerationController@generate","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaGenerationController.php","33"
"GET","admin/seo-meta-suggestions","voyager.seo-meta-suggestions.index","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@index","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@index","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","49"
"POST","admin/seo-meta-suggestions/scan","voyager.seo-meta-suggestions.scan","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@scan","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@scan","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","152"
"POST","admin/seo-meta-suggestions/generate/{id}","voyager.seo-meta-suggestions.generate","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@generate","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@generate","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","183"
"POST","admin/seo-meta-suggestions/approve/{id}","voyager.seo-meta-suggestions.approve","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@approve","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@approve","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","200"
"POST","admin/seo-meta-suggestions/reject/{id}","voyager.seo-meta-suggestions.reject","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@reject","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@reject","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","239"
"POST","admin/seo-meta-suggestions/apply/{id}","voyager.seo-meta-suggestions.apply","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@apply","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@apply","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","253"
"POST","admin/seo-meta-suggestions/bulk","voyager.seo-meta-suggestions.bulk","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@bulk","\App\Http\Controllers\Voyager\SeoMetaSuggestionController@bulk","web|admin.user","","yes","app/Http/Controllers/Voyager/SeoMetaSuggestionController.php","280"
"GET","admin/alt-suggestions","voyager.alt-suggestions.index","\App\Http\Controllers\Voyager\AltSuggestionController@index","\App\Http\Controllers\Voyager\AltSuggestionController@index","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","46"
"POST","admin/alt-suggestions/approve/{id}","voyager.alt-suggestions.approve","\App\Http\Controllers\Voyager\AltSuggestionController@approve","\App\Http\Controllers\Voyager\AltSuggestionController@approve","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","162"
"POST","admin/alt-suggestions/reject/{id}","voyager.alt-suggestions.reject","\App\Http\Controllers\Voyager\AltSuggestionController@reject","\App\Http\Controllers\Voyager\AltSuggestionController@reject","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","194"
"POST","admin/alt-suggestions/regenerate/{id}","voyager.alt-suggestions.regenerate","\App\Http\Controllers\Voyager\AltSuggestionController@regenerate","\App\Http\Controllers\Voyager\AltSuggestionController@regenerate","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","214"
"POST","admin/alt-suggestions/revert/{id}","voyager.alt-suggestions.revert","\App\Http\Controllers\Voyager\AltSuggestionController@revert","\App\Http\Controllers\Voyager\AltSuggestionController@revert","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","303"
"POST","admin/alt-suggestions/bulk","voyager.alt-suggestions.bulk","\App\Http\Controllers\Voyager\AltSuggestionController@bulk","\App\Http\Controllers\Voyager\AltSuggestionController@bulk","web|admin.user","","yes","app/Http/Controllers/Voyager/AltSuggestionController.php","239"
"GET","admin/login","voyager.login","\TCG\Voyager\Http\Controllers\VoyagerAuthController@login","\TCG\Voyager\Http\Controllers\VoyagerAuthController@login","web","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerAuthController.php","14"
"POST","admin/login","voyager.postlogin","\TCG\Voyager\Http\Controllers\VoyagerAuthController@postLogin","\TCG\Voyager\Http\Controllers\VoyagerAuthController@postLogin","web","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerAuthController.php","23"
"POST","admin/menu-items/{id}/record/update","voyager.menu-items.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/users/sort/media","voyager.users.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/users/update/media","voyager.users.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/users/change/media","voyager.users.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/users/remove/media","voyager.users.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/users/form/media","voyager.users.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/users/{id}/clone","voyager.users.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/users/{id}/record/update","voyager.users.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/users/records/order","voyager.users.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/users/{id}/record/group","voyager.users.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/menus/sort/media","voyager.menus.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/menus/update/media","voyager.menus.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/menus/change/media","voyager.menus.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/menus/remove/media","voyager.menus.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/menus/form/media","voyager.menus.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/menus/{id}/clone","voyager.menus.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/menus/{id}/record/update","voyager.menus.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/menus/records/order","voyager.menus.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/menus/{id}/record/group","voyager.menus.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/roles/sort/media","voyager.roles.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/roles/update/media","voyager.roles.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/roles/change/media","voyager.roles.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/roles/remove/media","voyager.roles.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/roles/form/media","voyager.roles.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/roles/{id}/clone","voyager.roles.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/roles/{id}/record/update","voyager.roles.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/roles/records/order","voyager.roles.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/roles/{id}/record/group","voyager.roles.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/locales/sort/media","voyager.locales.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/locales/update/media","voyager.locales.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/locales/change/media","voyager.locales.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/locales/remove/media","voyager.locales.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
