"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"POST","admin/modular-pics-what-size-price/{id}/clone","voyager.modular-pics-what-size-price.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/modular-pics-what-size-price/{id}/record/update","voyager.modular-pics-what-size-price.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/modular-pics-what-size-price/records/order","voyager.modular-pics-what-size-price.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/modular-pics-what-size-price/{id}/record/group","voyager.modular-pics-what-size-price.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/string-tranlations/sort/media","voyager.string-tranlations.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/string-tranlations/update/media","voyager.string-tranlations.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/string-tranlations/change/media","voyager.string-tranlations.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/string-tranlations/remove/media","voyager.string-tranlations.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/string-tranlations/form/media","voyager.string-tranlations.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/string-tranlations/{id}/clone","voyager.string-tranlations.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/string-tranlations/{id}/record/update","voyager.string-tranlations.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/string-tranlations/records/order","voyager.string-tranlations.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/string-tranlations/{id}/record/group","voyager.string-tranlations.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/port-before-after/sort/media","voyager.port-before-after.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/port-before-after/update/media","voyager.port-before-after.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/port-before-after/change/media","voyager.port-before-after.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/port-before-after/remove/media","voyager.port-before-after.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/port-before-after/form/media","voyager.port-before-after.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/port-before-after/{id}/clone","voyager.port-before-after.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/port-before-after/{id}/record/update","voyager.port-before-after.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/port-before-after/records/order","voyager.port-before-after.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/port-before-after/{id}/record/group","voyager.port-before-after.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/styl-page/sort/media","voyager.styl-page.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/styl-page/update/media","voyager.styl-page.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/styl-page/change/media","voyager.styl-page.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/styl-page/remove/media","voyager.styl-page.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/styl-page/form/media","voyager.styl-page.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/styl-page/{id}/clone","voyager.styl-page.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/styl-page/{id}/record/update","voyager.styl-page.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/styl-page/records/order","voyager.styl-page.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/styl-page/{id}/record/group","voyager.styl-page.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/styl-page-port-obr/sort/media","voyager.styl-page-port-obr.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/styl-page-port-obr/update/media","voyager.styl-page-port-obr.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/styl-page-port-obr/change/media","voyager.styl-page-port-obr.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/styl-page-port-obr/remove/media","voyager.styl-page-port-obr.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/styl-page-port-obr/form/media","voyager.styl-page-port-obr.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/styl-page-port-obr/{id}/clone","voyager.styl-page-port-obr.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/styl-page-port-obr/{id}/record/update","voyager.styl-page-port-obr.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/styl-page-port-obr/records/order","voyager.styl-page-port-obr.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/styl-page-port-obr/{id}/record/group","voyager.styl-page-port-obr.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/styl-page-port-goup-obr/sort/media","voyager.styl-page-port-goup-obr.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/styl-page-port-goup-obr/update/media","voyager.styl-page-port-goup-obr.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/styl-page-port-goup-obr/change/media","voyager.styl-page-port-goup-obr.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/styl-page-port-goup-obr/remove/media","voyager.styl-page-port-goup-obr.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/styl-page-port-goup-obr/form/media","voyager.styl-page-port-goup-obr.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/styl-page-port-goup-obr/{id}/clone","voyager.styl-page-port-goup-obr.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/styl-page-port-goup-obr/{id}/record/update","voyager.styl-page-port-goup-obr.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/styl-page-port-goup-obr/records/order","voyager.styl-page-port-goup-obr.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/styl-page-port-goup-obr/{id}/record/group","voyager.styl-page-port-goup-obr.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/styl-page-info/sort/media","voyager.styl-page-info.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/styl-page-info/update/media","voyager.styl-page-info.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/styl-page-info/change/media","voyager.styl-page-info.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/styl-page-info/remove/media","voyager.styl-page-info.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/styl-page-info/form/media","voyager.styl-page-info.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/styl-page-info/{id}/clone","voyager.styl-page-info.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/styl-page-info/{id}/record/update","voyager.styl-page-info.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/styl-page-info/records/order","voyager.styl-page-info.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/styl-page-info/{id}/record/group","voyager.styl-page-info.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/sharj-work-ex/sort/media","voyager.sharj-work-ex.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/sharj-work-ex/update/media","voyager.sharj-work-ex.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/sharj-work-ex/change/media","voyager.sharj-work-ex.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/sharj-work-ex/remove/media","voyager.sharj-work-ex.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/sharj-work-ex/form/media","voyager.sharj-work-ex.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/sharj-work-ex/{id}/clone","voyager.sharj-work-ex.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/sharj-work-ex/{id}/record/update","voyager.sharj-work-ex.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/sharj-work-ex/records/order","voyager.sharj-work-ex.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/sharj-work-ex/{id}/record/group","voyager.sharj-work-ex.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/sharj-work-group-ex/sort/media","voyager.sharj-work-group-ex.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/sharj-work-group-ex/update/media","voyager.sharj-work-group-ex.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/sharj-work-group-ex/change/media","voyager.sharj-work-group-ex.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/sharj-work-group-ex/remove/media","voyager.sharj-work-group-ex.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/sharj-work-group-ex/form/media","voyager.sharj-work-group-ex.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/sharj-work-group-ex/{id}/clone","voyager.sharj-work-group-ex.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/sharj-work-group-ex/{id}/record/update","voyager.sharj-work-group-ex.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/sharj-work-group-ex/records/order","voyager.sharj-work-group-ex.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/sharj-work-group-ex/{id}/record/group","voyager.sharj-work-group-ex.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/portraits-hard/sort/media","voyager.portraits-hard.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/portraits-hard/update/media","voyager.portraits-hard.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/portraits-hard/change/media","voyager.portraits-hard.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/portraits-hard/remove/media","voyager.portraits-hard.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/portraits-hard/form/media","voyager.portraits-hard.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/portraits-hard/{id}/clone","voyager.portraits-hard.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/portraits-hard/{id}/record/update","voyager.portraits-hard.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
