rule_id,source_line,source,target,locales,registered_routes,source_occurrences,distinct_targets_for_source,target_is_another_source,chain_rule_count,cycle,cycle_path,pl_variant_shadowed,notes
1,393,/new/graphic-portrait/portrait-Dream-Art,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
2,395,/modular-pictures,/modular-generator,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
3,396,/canvas,/new/canvas,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
4,397,/gallery/oil-pictures,/new/graphic-portrait/kartiny,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
5,398,/graphic-portrait/Doppelbelichtung-Portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
6,399,/graphic-portrait/Farb- und Schwarz-Weiß-Fotos,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; space in URL; non-ASCII URL
7,400,/graphic-portrait/Fotokorrektur,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
8,401,/graphic-portrait/Fotowiederherstellung,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
9,402,/graphic-portrait/Grafik-Porträt,/new/graphic-portrait/Grafik-Porträt,en|pl|lv|lt|ee|de|ru,8,1,1,yes,2,no,,yes,redirect chain; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
10,403,/graphic-portrait/Liebe ist Porträt,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; space in URL; non-ASCII URL
11,404,/graphic-portrait/Low Poly Portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; space in URL
12,405,/graphic-portrait/Portret-w-stylu-Love-is,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
13,406,/graphic-portrait/Porträt-aus-Wörtern,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
14,407,/graphic-portrait/classic-portrait,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
15,408,/graphic-portrait/classic-portrait/buy,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
16,409,/graphic-portrait/color-and-black-and-white-photos,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
17,410,/graphic-portrait/customs-royal-portraits,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
18,411,/graphic-portrait/double-exposition-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
19,412,/graphic-portrait/dream-art-portrait,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
20,413,/graphic-portrait/foto-korekcja,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
21,414,/graphic-portrait/graphic-portrait,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
22,415,/graphic-portrait/graphic-portrait/buy,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
23,416,/graphic-portrait/graphic-portrait/buy,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
24,417,/graphic-portrait/karikatur-porträt,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
25,418,/graphic-portrait/kolorowe-czarno-białe-zdjęcie,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
26,419,/graphic-portrait/love-is-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
27,420,/graphic-portrait/love-is-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
28,421,/graphic-portrait/love-isportrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
29,422,/graphic-portrait/low-poly-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
30,423,/graphic-portrait/low-poly-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,2,1,no,1,no,,yes,duplicate source; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
31,424,/graphic-portrait/low-poly-portret,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
32,425,/graphic-portrait/modulnaya-kartina-pavliny,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
33,426,/graphic-portrait/murciano-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
34,427,/graphic-portrait/murkisches Porträt,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; space in URL; non-ASCII URL
35,428,/graphic-portrait/odnawianie-zdjęć,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
36,429,/graphic-portrait/photo-correction,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
37,430,/graphic-portrait/photo-recovery,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
38,431,/graphic-portrait/pop-art-portrait,/new/graphic-portrait/pop-art-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
39,432,/graphic-portrait/pop-art-portrait/buy,/new/graphic-portrait/pop-art-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
40,433,/graphic-portrait/portrait-beauty-art,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
41,434,/graphic-portrait/portrait-beauty-art/buy,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
42,435,/graphic-portrait/portrait-caricature,/new/graphic-portrait/portrait-caricature,en|pl|lv|lt|ee|de|ru,8,1,1,yes,2,no,,yes,redirect chain; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
43,436,/graphic-portrait/portrait-caricature/buy,/new/graphic-portrait/portrait-caricature,en|pl|lv|lt|ee|de|ru,8,1,1,yes,2,no,,yes,redirect chain; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
44,437,/graphic-portrait/portrait-colorization,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
45,438,/graphic-portrait/portrait-compliment,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
46,439,/graphic-portrait/portrait-double-exposure,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
47,440,/graphic-portrait/portrait-dream-art,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
48,441,/graphic-portrait/portrait-dream-art/buy,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
49,442,/graphic-portrait/portrait-in-image,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
50,443,/graphic-portrait/portrait-in-the-image,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
51,444,/graphic-portrait/portrait-made-from-words,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
52,445,/graphic-portrait/portrait-of-love-is,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
53,446,/graphic-portrait/portrait-of-murciano,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
54,447,/graphic-portrait/portrait-pop-art,/new/graphic-portrait/pop-art-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
55,448,/graphic-portrait/portrait-retouch,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
56,449,/graphic-portrait/portrait-spancaricaturespan,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
57,450,/graphic-portrait/portrait-spanclassicspan,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
58,451,/graphic-portrait/portret-beauty-art,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
59,452,/graphic-portrait/portret-karykatura,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
60,453,/graphic-portrait/portret-murchiano,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
61,454,/graphic-portrait/portret-pop-art,/new/graphic-portrait/pop-art-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
62,455,/graphic-portrait/portret-stylizowany,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
63,456,/graphic-portrait/portret-z-podwójną-ekspozycją,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
64,457,/graphic-portrait/portret-ze-słów,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
65,458,/graphic-portrait/simpsons-portrait,/simpsons,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
66,459,/graphic-portrait/spanartspan-portraits,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
67,460,/graphic-portrait/spanpaintingsspan,/new/graphic-portrait/kartiny,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
68,461,/graphic-portrait/spanpetspanportrait,/new/graphic-portrait/pet-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
69,462,/graphic-portrait/vintage-portrait,/all_styles,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
70,463,/new/caricature/athlete_caricatures,/new/caricature/athlete-caricatures,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
71,464,/new/caricature/black_and_white_caricatures,/new/caricature/black-and-white-caricatures,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
72,465,/new/caricature/caricature_for_birthday,/new/caricature/caricature-for-birthday,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
73,466,/new/caricature/family_caricature,/new/caricature/family-caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
74,467,/new/caricature/group_caricatures,/new/caricature/group-caricatures,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
75,468,/new/caricature/portrait-in-image,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
76,469,/new/caricature/portrait-in-the-image,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
77,470,/new/caricature/portret-stylizowany,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
78,471,/new/caricature/spancaricaturespan-for-birthday,/new/caricature/caricature-for-birthday,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
79,472,/new/caricature/wedding_caricature,/new/caricature/wedding-caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
80,473,/new/caricature/сaricature_for_сolleagues,/new/caricature/caricature-for-colleagues,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
81,474,/new/graphic-portrait/-988,/new/graphic-portrait/kartiny,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
82,475,/new/graphic-portrait/Grafik-Porträt,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
83,476,/new/graphic-portrait/classic-portrait,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
84,477,/new/graphic-portrait/customs-royal-portraits,/new/graphic-portrait/portrait-historical,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
85,478,/new/graphic-portrait/karikatur-porträt,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
86,479,/new/graphic-portrait/klasisks-portrets,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
87,480,/new/graphic-portrait/portrait-beauty-art/buy,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
88,481,/new/graphic-portrait/portrait-caricature,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
89,482,/new/graphic-portrait/portrait-dream-art/buy,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
90,483,/new/graphic-portrait/portrait-pop-art,/new/graphic-portrait/pop-art-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
91,484,/new/graphic-portrait/portrait-spancaricaturespan,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
92,485,/new/graphic-portrait/portrait-spanclassicspan,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
93,486,/new/graphic-portrait/portret-beauty-art,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
94,487,/new/graphic-portrait/portret-dream-art,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
95,488,/new/graphic-portrait/portret-graficzny,/new/graphic-portrait/graphic-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
96,489,/new/graphic-portrait/portret-karykatura,/new/caricature,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
97,490,/new/graphic-portrait/simposons-custums,/simpsons,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
98,491,/new/graphic-portrait/simpsons-portrait,/simpsons,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
99,492,/new/graphic-portrait/spanartspan-portraits,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
100,493,/new/graphic-portrait/spanbeauty-art-span-portree,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
101,494,/new/graphic-portrait/spanpaintingsspan,/new/graphic-portrait/kartiny,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
102,495,/new/graphic-portrait/spanpetspanportrait,/new/graphic-portrait/pet-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
103,496,/new/graphic-portrait/süßes Kunstportrait,/new/graphic-portrait/portrait-beauty-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; space in URL; non-ASCII URL
104,497,/new/graphic-portrait/traum-kunst-porträt,/new/graphic-portrait/portrait-dream-art,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
105,498,/oil-portrait,/new/graphic-portrait/kartiny,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
106,499,/page/faq,/faq,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
107,500,/photo,/photo_portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
108,501,/blog/gift-for_man,/blog/gifts-for-men-1,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
109,502,/blog/gift-for-mather,/blog/gift-for-mom,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
110,503,/blog/foto-kanvas,/blog/canvas-printing-from-photo,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
111,504,/blog/man-gift,/blog/gifts-for-men,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
112,505,/blog/ffff,/blog/gifts-for-men,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
113,506,/blog/kanvas_apdruka,/blog/kanvas-apdruka,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
114,507,/blog/foto_uz_kanvas,/blog/foto-uz-kanvas,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
115,508,/blog/kanva,/blog/custom-canvas-prints,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
116,509,/blog/kanvas,/blog/custom-canvas-prints,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
117,510,/blog/fotolõuend,/blog/custom-canvas-prints,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
118,511,/blog/fotodrobės,/blog/custom-canvas-prints,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas; non-ASCII URL
119,512,/blog/canvas,/blog/custom-canvas-prints,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
120,513,/blog/-20,/blog/portrait-for-parents,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
121,514,/blog/-19,/blog/canvas-modular-generator,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
122,515,/blog/-18,/blog/pet-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
123,516,/blog/-17,/blog/simpsons-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
124,517,/blog/-16,/blog/portrait-for-woman,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
125,518,/blog/-15,/blog/royal-portraits,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
126,519,/blog/-12,/blog/portrait-for-wedding,en|pl|lv|lt|ee|de|ru,8,3,3,no,1,no,,yes,duplicate source; conflicting targets; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
127,520,/blog/-14,/blog/portrait-for-wedding,en|pl|lv|lt|ee|de|ru,8,2,2,no,1,no,,yes,duplicate source; conflicting targets; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
128,521,/blog/-13,/blog/anniversary-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
129,522,/blog/-12,/blog/children-portrait,en|pl|lv|lt|ee|de|ru,8,3,3,no,1,no,,yes,duplicate source; conflicting targets; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
130,523,/blog/-11,/blog/family-portrait,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
131,524,/blog/-10,/blog/portrait-for-man,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
132,525,/blog/-9,/blog/gift-for-boss,en|pl|lv|lt|ee|de|ru,8,2,2,no,1,no,,yes,duplicate source; conflicting targets; /pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
133,526,/blog/sarzas-karikaturas,/blog/caricature-from-photo-is-a-great-gift,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
134,527,/blog/sarzas-karykatura,/blog/caricature-from-photo-is-a-great-gift,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
135,528,/blog/giclee-technology-art,/blog/creating-realistic-paintings,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
136,529,/blog/photo-recovery-canvas,/blog/photo-restoration-and-photo-retouching,en|pl|lv|lt|ee|de|ru,8,1,1,no,1,no,,yes,/pl variant shadowed by earlier catch-all; confirmed with /pl/canvas
