"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"GET","get_warehouse","get_warehouse","App\Http\Controllers\Admin\Api\VinepakApiController@get_warehouse","App\Http\Controllers\Admin\Api\VinepakApiController@get_warehouse","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/Admin/Api/VinepakApiController.php","199"
"POST","custom_login_ajax","custom_login_ajax","App\Http\Controllers\UserManageController@custom_login_ajax","App\Http\Controllers\UserManageController@custom_login_ajax","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","61"
"POST","custom_register_ajax","custom_register_ajax","App\Http\Controllers\UserManageController@custom_register_ajax","App\Http\Controllers\UserManageController@custom_register_ajax","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","38"
"POST","send_photo_portrait_form","send_photo_portrait_form","App\Http\Controllers\UserManageController@send_photo_portrait_form","App\Http\Controllers\UserManageController@send_photo_portrait_form","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","267"
"POST","send_photo_form","send_photo_form","App\Http\Controllers\UserManageController@send_photo_form","App\Http\Controllers\UserManageController@send_photo_form","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","408"
"GET","/","home","App\Http\Controllers\IndexController@hbrender","App\Http\Controllers\IndexController@hbrender","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/IndexController.php","96"
"GET","all_styles","all_styles","App\Http\Controllers\PageController@render_all_styles","App\Http\Controllers\PageController@render_all_styles","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","285"
"GET","photo_portrait","photo_portrait","App\Http\Controllers\PageController@photo_portrait","App\Http\Controllers\PageController@photo_portrait","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","304"
"POST","all_styles_form","send_all_styles_form","App\Http\Controllers\UserManageController@send_all_styles_form","App\Http\Controllers\UserManageController@send_all_styles_form","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","555"
"POST","user/send_photo_form","send_photo_form","App\Http\Controllers\UserManageController@send_photo_form","App\Http\Controllers\UserManageController@send_photo_form","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","408"
"GET","account","account.index","App\Http\Controllers\AccountController@render","App\Http\Controllers\AccountController@render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","39"
"POST","update_painter_order_images","update_painter_order_images","App\Http\Controllers\AccountController@update_painter_order_images","App\Http\Controllers\AccountController@update_painter_order_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","84"
"POST","update_painter_sketch_order_images","update_painter_sketch_order_images","App\Http\Controllers\AccountController@update_painter_sketch_order_images","App\Http\Controllers\AccountController@update_painter_sketch_order_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","158"
"POST","update_painter_comment","update_painter_comment","App\Http\Controllers\AccountController@update_painter_comment","App\Http\Controllers\AccountController@update_painter_comment","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","232"
"POST","update_order_chat","update_order_chat","App\Http\Controllers\AccountController@update_order_chat","App\Http\Controllers\AccountController@update_order_chat","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","334"
"POST","send_client_painter_comments","send_client_painter_comments","App\Http\Controllers\AccountController@send_client_painter_comments","App\Http\Controllers\AccountController@send_client_painter_comments","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","266"
"POST","ajax_change_information","account.ajax_change_information","App\Http\Controllers\AccountController@ajax_change_information","App\Http\Controllers\AccountController@ajax_change_information","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/AccountController.php","365"
"GET","new/account","new_account.index","App\Http\Controllers\Account\AccountController@index","App\Http\Controllers\Account\AccountController@index","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","49"
"GET","new/orders","new_account.orders","App\Http\Controllers\Account\AccountController@orders","App\Http\Controllers\Account\AccountController@orders","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","90"
"GET","new/mystocks","new_account.mystocks","App\Http\Controllers\Account\AccountController@mystocks","App\Http\Controllers\Account\AccountController@mystocks","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","545"
"GET","new/settings","new_account.settings","App\Http\Controllers\Account\AccountController@settings","App\Http\Controllers\Account\AccountController@settings","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","618"
"GET","new/unpaid","new_account.unpaid","App\Http\Controllers\Account\AccountController@unpaid","App\Http\Controllers\Account\AccountController@unpaid","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","702"
"GET","new/paid","new_account.paid","App\Http\Controllers\Account\AccountController@paid","App\Http\Controllers\Account\AccountController@paid","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","719"
"GET","new/orders-success","new_account.orders_success","App\Http\Controllers\Account\AccountController@orders_success","App\Http\Controllers\Account\AccountController@orders_success","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","738"
"GET","new/orders/{order}/payment","new_account.order_payment","App\Http\Controllers\Account\AccountController@order_payment","App\Http\Controllers\Account\AccountController@order_payment","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","329"
"POST","new/orders/{order}/payment","new_account.order_payment.start","App\Http\Controllers\Account\AccountController@start_order_payment","App\Http\Controllers\Account\AccountController@start_order_payment","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","359"
"POST","new/ajax_change_information","new_account.ajax_change_information","App\Http\Controllers\Account\AccountController@ajax_change_information","App\Http\Controllers\Account\AccountController@ajax_change_information","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1381"
"POST","new/update_painter_order_images","new_update_painter_order_images","App\Http\Controllers\Account\AccountController@update_painter_order_images","App\Http\Controllers\Account\AccountController@update_painter_order_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","923"
"POST","new/update_painter_sketch_order_images","new_update_painter_sketch_order_images","App\Http\Controllers\Account\AccountController@update_painter_sketch_order_images","App\Http\Controllers\Account\AccountController@update_painter_sketch_order_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","997"
"POST","new/update_order_chat","new_update_order_chat","App\Http\Controllers\Account\AccountController@update_order_chat","App\Http\Controllers\Account\AccountController@update_order_chat","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1298"
"POST","new/new_send_client_painter_comments","new_send_client_painter_comments","App\Http\Controllers\Account\AccountController@send_client_painter_comments","App\Http\Controllers\Account\AccountController@send_client_painter_comments","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1105"
"POST","new/new_send_admin_to_client_painter_comments","new_send_admin_to_client_painter_comments","App\Http\Controllers\Account\AccountController@send_admin_to_client_painter_comments","App\Http\Controllers\Account\AccountController@send_admin_to_client_painter_comments","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1201"
"POST","new/message_read","new_message_read","App\Http\Controllers\Account\AccountController@message_read","App\Http\Controllers\Account\AccountController@message_read","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1343"
"POST","new/admin_to_client_message_read","admin_to_client_message_read","App\Http\Controllers\Account\AccountController@admin_to_client_message_read","App\Http\Controllers\Account\AccountController@admin_to_client_message_read","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1357"
"POST","new/admin_message_read","new_admin_message_read","App\Http\Controllers\Account\AccountController@admin_message_read","App\Http\Controllers\Account\AccountController@admin_message_read","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","1367"
"GET","new/set_all_painter_images","set_all_painter_images","App\Http\Controllers\Account\AccountController@set_all_painter_images","App\Http\Controllers\Account\AccountController@set_all_painter_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","807"
"POST","new/changeOrderPainterImageStatus","changeOrderPainterImageStatus","App\Http\Controllers\Account\AccountController@changeOrderPainterImageStatus","App\Http\Controllers\Account\AccountController@changeOrderPainterImageStatus","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|auth","","yes","app/Http/Controllers/Account/AccountController.php","664"
"GET","user/{user_id}/approve_checkout/{order_id}","","App\Http\Controllers\OrdersController@approve_user_checkout","App\Http\Controllers\OrdersController@approve_user_checkout","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","2317"
"GET","generate_checkout/{order_id}","generate_checkout","App\Http\Controllers\OrdersController@generate_checkout","App\Http\Controllers\OrdersController@generate_checkout","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","2803"
"GET","user/send_review","send_rev","App\Http\Controllers\Pages\ReviewController@index","App\Http\Controllers\Pages\ReviewController@index","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/Pages/ReviewController.php","28"
"GET","user/{id}/unsubscribe","","App\Http\Controllers\UserManageController@unsubscribe","App\Http\Controllers\UserManageController@unsubscribe","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","927"
"POST","user_send_rev/{locale}","user_send_rev","App\Http\Controllers\UserManageController@user_send_rev","App\Http\Controllers\UserManageController@user_send_rev","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","104"
"POST","user/forget_email","forget_email_reset","App\Http\Controllers\UserManageController@reset_password","App\Http\Controllers\UserManageController@reset_password","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","81"
"POST","user/send_screen","send_screen","App\Http\Controllers\UserManageController@send_screen","App\Http\Controllers\UserManageController@send_screen","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","161"
"POST","user/send_dates","send_dates","App\Http\Controllers\UserManageController@send_dates","App\Http\Controllers\UserManageController@send_dates","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","732"
"POST","user/send_free_image","user_free_img","App\Http\Controllers\UserManageController@send_free_image","App\Http\Controllers\UserManageController@send_free_image","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/UserManageController.php","845"
"GET","page/contacts","contacts","App\Http\Controllers\PageController@hb_render_contacts","App\Http\Controllers\PageController@hb_render_contacts","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","172"
"GET","page/partnership","","App\Http\Controllers\PageController@render_partnership","App\Http\Controllers\PageController@render_partnership","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","192"
"GET","page/delivery","delivery_page","App\Http\Controllers\PageController@render_delivery","App\Http\Controllers\PageController@render_delivery","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","199"
"GET","page/{page}","","App\Http\Controllers\PageController@render","App\Http\Controllers\PageController@render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","319"
"GET","set_sizes","","App\Http\Controllers\GalleryController@hb_set_sizes","App\Http\Controllers\GalleryController@hb_set_sizes","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","164"
"GET","set_genre","","App\Http\Controllers\GalleryController@hb_set_genre","App\Http\Controllers\GalleryController@hb_set_genre","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","231"
"GET","set_style","","App\Http\Controllers\GalleryController@hb_set_style","App\Http\Controllers\GalleryController@hb_set_style","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","271"
"GET","get/ram_search","hb.gallery.ram_search","App\Http\Controllers\GalleryController@ram_search","App\Http\Controllers\GalleryController@ram_search","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1172"
"POST","get/ram_search","hb.gallery.ram_search","App\Http\Controllers\GalleryController@ram_search","App\Http\Controllers\GalleryController@ram_search","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1172"
"GET","gallery/painters","hb.gallery.painters","App\Http\Controllers\GalleryController@painters","App\Http\Controllers\GalleryController@painters","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","701"
"GET","gallery/painters/{letter}","hb.gallery.painters_letter","App\Http\Controllers\GalleryController@painters","App\Http\Controllers\GalleryController@painters","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","701"
"GET","gallery/paintings-top","hb.gallery.paintings_top","App\Http\Controllers\GalleryController@paintings_top","App\Http\Controllers\GalleryController@paintings_top","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","783"
"GET","gallery/modern_handmade_paintings","hb.gallery.modern_handmade_paintings","App\Http\Controllers\GalleryController@modern_handmade_paintings","App\Http\Controllers\GalleryController@modern_handmade_paintings","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","646"
"GET","gallery/modern_painters","hb.gallery.modern_painters","App\Http\Controllers\GalleryController@modern_painters","App\Http\Controllers\GalleryController@modern_painters","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","664"
"GET","gallery/age","hb.gallery.list_age","App\Http\Controllers\GalleryController@list_age","App\Http\Controllers\GalleryController@list_age","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","830"
"GET","gallery/age/{alias}","hb.gallery.age","App\Http\Controllers\GalleryController@age","App\Http\Controllers\GalleryController@age","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","818"
"GET","gallery/nationality","hb.gallery.list_nationality","App\Http\Controllers\GalleryController@list_nationality","App\Http\Controllers\GalleryController@list_nationality","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","848"
"GET","gallery/nationality/{alias}","hb.gallery.nationality","App\Http\Controllers\GalleryController@nationality","App\Http\Controllers\GalleryController@nationality","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","836"
"GET","gallery/style","hb.gallery.list_styles","App\Http\Controllers\GalleryController@list_styles","App\Http\Controllers\GalleryController@list_styles","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","866"
"GET","gallery/style/{alias}","hb.gallery.style","App\Http\Controllers\GalleryController@style","App\Http\Controllers\GalleryController@style","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","854"
"GET","gallery/genre","hb.gallery.list_genre","App\Http\Controllers\GalleryController@list_genre","App\Http\Controllers\GalleryController@list_genre","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","884"
"GET","gallery/genre/{alias}","hb.gallery.genre","App\Http\Controllers\GalleryController@genre","App\Http\Controllers\GalleryController@genre","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","872"
"GET","new/gallery","hb.gallery.index","App\Http\Controllers\GalleryController@hb_render","App\Http\Controllers\GalleryController@hb_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","72"
"GET","new/gallery/{type}","hb.gallery.module","App\Http\Controllers\GalleryController@hb_type_render","App\Http\Controllers\GalleryController@hb_type_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","327"
"GET","new/gallery/{type}/{category}","hb.gallery.category","App\Http\Controllers\GalleryController@hb_type_render","App\Http\Controllers\GalleryController@hb_type_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","327"
"GET","gallery/{type}/item/{item}","hb.gallery.item.single","App\Http\Controllers\GalleryController@hb_item_render","App\Http\Controllers\GalleryController@hb_item_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1269"
"GET","gallery","gallery.index","App\Http\Controllers\GalleryController@render","App\Http\Controllers\GalleryController@render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1708"
"GET","gallery/{type}","gallery_module","App\Http\Controllers\GalleryController@type_render","App\Http\Controllers\GalleryController@type_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1717"
"GET","gallery/{type}/{category}","gallery.category","App\Http\Controllers\GalleryController@category_render","App\Http\Controllers\GalleryController@category_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1807"
"GET","gallery/{type}/{category}/item/{item}","gallery_item_single","App\Http\Controllers\GalleryController@item_render","App\Http\Controllers\GalleryController@item_render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GalleryController.php","1883"
"GET","google-ads.xml","google.ads","App\Http\Controllers\AdvertisingController@google","App\Http\Controllers\AdvertisingController@google","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","67"
"GET","kurpirkt.xml","kurpirkt","App\Http\Controllers\AdvertisingController@kurpirkt","App\Http\Controllers\AdvertisingController@kurpirkt","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","115"
"GET","salidzini.xml","kurpirkt","App\Http\Controllers\AdvertisingController@salidzini","App\Http\Controllers\AdvertisingController@salidzini","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","138"
"GET","lv-google-ads.xml","google.ads.lv","App\Http\Controllers\AdvertisingController@google_lv","App\Http\Controllers\AdvertisingController@google_lv","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","92"
"GET","lt-google-ads.xml","google.ads.lt","App\Http\Controllers\AdvertisingController@google_lt","App\Http\Controllers\AdvertisingController@google_lt","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","161"
"GET","ee-google-ads.xml","google.ads.ee","App\Http\Controllers\AdvertisingController@google_ee","App\Http\Controllers\AdvertisingController@google_ee","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","184"
"GET","translate_item","translate_item","App\Http\Controllers\AdvertisingController@translate_item","App\Http\Controllers\AdvertisingController@translate_item","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","207"
"GET","sitemap_products.xml","sitemap_products","App\Http\Controllers\AdvertisingController@sitemap_products","App\Http\Controllers\AdvertisingController@sitemap_products","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","42"
"GET","set_meta","set_meta","App\Http\Controllers\AdvertisingController@set_meta","App\Http\Controllers\AdvertisingController@set_meta","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AdvertisingController.php","228"
"POST","get_cart","get_cart","App\Http\Controllers\BasketController@get_cart","App\Http\Controllers\BasketController@get_cart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","644"
"POST","cart/delimage","delimage","App\Http\Controllers\BasketController@delimage","App\Http\Controllers\BasketController@delimage","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","72"
"POST","cart/updateimg","updateimg","App\Http\Controllers\BasketController@updateimg","App\Http\Controllers\BasketController@updateimg","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","198"
"POST","cart/setmaking","setmaking","App\Http\Controllers\BasketController@setmaking","App\Http\Controllers\BasketController@setmaking","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","255"
"POST","cart/setcoupon","setcoupon","App\Http\Controllers\BasketController@setcoupon","App\Http\Controllers\BasketController@setcoupon","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","308"
"POST","cart/setdelivery","setdelivery","App\Http\Controllers\BasketController@setdelivery","App\Http\Controllers\BasketController@setdelivery","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","321"
"POST","cart/setuser","setuser","App\Http\Controllers\BasketController@setuser","App\Http\Controllers\BasketController@setuser","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","496"
"POST","cart/setpay","setpay","App\Http\Controllers\BasketController@setpay","App\Http\Controllers\BasketController@setpay","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","624"
"GET","save_order_and_pay","save_order_and_pay","App\Http\Controllers\OrdersController@save_order_and_pay","App\Http\Controllers\OrdersController@save_order_and_pay","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1901"
"GET","cart/clear_coupon","clearcart","App\Http\Controllers\BasketController@clearcart","App\Http\Controllers\BasketController@clearcart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","177"
"GET","cart","cart.index","App\Http\Controllers\BasketController@cart","App\Http\Controllers\BasketController@cart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","844"
"GET","cart/data","cart.step2","App\Http\Controllers\BasketController@cart_step2","App\Http\Controllers\BasketController@cart_step2","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","917"
"GET","cart/delivery","cart.step3","App\Http\Controllers\BasketController@cart_step3","App\Http\Controllers\BasketController@cart_step3","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1018"
"GET","cart/payment","cart.step4","App\Http\Controllers\BasketController@cart_step4","App\Http\Controllers\BasketController@cart_step4","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1095"
"POST","cart/replace-size","cart.replace.size","App\Http\Controllers\BasketController@replaceItemSize","App\Http\Controllers\BasketController@replaceItemSize","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1511"
"POST","cart/add-recommended","cart.add.recommended","App\Http\Controllers\BasketController@addRecommendedItem","App\Http\Controllers\BasketController@addRecommendedItem","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1607"
"GET","basket","basket.index","App\Http\Controllers\BasketController@render","App\Http\Controllers\BasketController@render","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1212"
"GET","basket/thanks","basket.thanks","App\Http\Controllers\BasketController@renderThanksPage","App\Http\Controllers\BasketController@renderThanksPage","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","","yes","app/Http/Controllers/BasketController.php","1248"
"GET","cart/recover/{redirect}/{token}","cart.recover","App\Http\Controllers\AbandonedCartController@processRecovery","App\Http\Controllers\AbandonedCartController@processRecovery","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AbandonedCartController.php","16"
"POST","cart/set_email","cart.set-email","App\Http\Controllers\AbandonedCartController@setEmail","App\Http\Controllers\AbandonedCartController@setEmail","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/AbandonedCartController.php","49"
"POST","basket/add","add_item_to_basket","App\Http\Controllers\BasketController@addToBasket","App\Http\Controllers\BasketController@addToBasket","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1398"
"POST","basket/update/count","update_count","App\Http\Controllers\BasketController@updateCount","App\Http\Controllers\BasketController@updateCount","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1474"
"GET|POST|PUT|PATCH|DELETE|OPTIONS","basket/coupon_use","coupon_use","App\Http\Controllers\BasketController@coupon_use","App\Http\Controllers\BasketController@coupon_use","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","114"
